Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Brazil,Included / International,Price / International,Compare At Price / International,Status
capa-protetora-de-banco-traseiro-baw-miaw-com-visor-preta,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1605557704972_adcdd2d2-1db5-44f5-a1ac-57c7764d9fed.webp?v=1691610982,4,,,,,,,,,,,,,,,,,,,,,,,,
capa-protetora-chalesco-para-banco-traseiro,Capa Protetora Chalesco para Banco Traseiro,"<span data-mce-fragment=""1"">- Indicada para proteção de estofado de carros;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Protege o banco traseiro do automóvel;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Possui abertura para acesso ao encaixe de cinto de segurança;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Evita o acumulo de pelos no interior do veículo;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Seu pet seguro e seu carro sempre protegidos durante os passeios.</span>",My Store,,"",capa,true,Title,Default Title,,,,,"",0.0,,0,deny,manual,89.90,159.90,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1605557704972_c6a8f0a0-5ca2-4b3a-86d9-bfca723fcbbc.webp?v=1691610937,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
bebedouro-durapets-durafeeder-automatico-deluxe-vermelho-para-caes-e-gatos-1-litro,Bebedouro DuraPets DuraFeeder Automático Deluxe Vermelho para Cães e Gatos 1 Litro,"<span data-mce-fragment=""1"">- Indicado para cães e gatos;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- São bebedouros com comedouros anti formigas;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Práticos e elegantes;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Bebedouro automático tem capacidade para até 1 litro de água;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Com bico tipo bilha em metal, com exclusivo sistema para climatizar a água;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Com 2 reservatórios de água que podem ser levados ao congelador e assim manter a água do seu pet bem fresquinha;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- É só congelar a água e encaixar na tampa do bebedouro;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- O bebedouro também possui ajustes de altura para se adequar à altura do seu pet;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Com opção de pezinhos de fixação por ventosas em silicone ou antiderrapantes;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Em embalagem com 1 unidade;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Disponível na capacidade de 1L.</span>",My Store,,"",bebe,true,Title,Default Title,,,,,"",0.0,,0,deny,manual,89.90,199.90,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1605557704972.webp?v=1691610819,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
bebedouro-durapets-durafeeder-automatico-deluxe-rosa-para-caes-e-gatos-1-litro,Bebedouro DuraPets DuraFeeder Automático Deluxe Rosa para Cães e Gatos 1 Litro,"<span>- Indicado para cães e gatos;</span><br><span>- São bebedouros com comedouros anti formigas;</span><br><span>- Práticos e elegantes;</span><br><span>- Bebedouro automático tem capacidade para até 1 litro de água;</span><br><span>- Com bico tipo bilha em metal, com exclusivo sistema para climatizar a água;</span><br><span>- Com 2 reservatórios de água que podem ser levados ao congelador e assim manter a água do seu pet bem fresquinha;</span><br><span>- É só congelar a água e encaixar na tampa do bebedouro;</span><br><span>- O bebedouro também possui ajustes de altura para se adequar à altura do seu pet;</span><br><span>- Com opção de pezinhos de fixação por ventosas em silicone ou antiderrapantes;</span><br><span>- Em embalagem com 1 unidade;</span><br><span>- Disponível na capacidade de 1L.</span>",My Store,,"",bebe,true,Title,Default Title,,,,,,0.0,,0,deny,manual,89.90,199.90,true,true,,https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1605557605367.webp?v=1691610753,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
comedouro-automatico-ideal-para-caes-duplo-maxi-preto,Comedouro Automático Ideal para Cães Duplo Maxi Preto,"<span data-mce-fragment=""1"">- Indicado para cães;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- D</span><span data-mce-fragment=""1"">esenvolvido especialmente para animais independentes ou que ficam sozinhos por períodos de horas ou até mesmo de dias, como nas férias;<br data-mce-fragment=""1"">- Tem capacidade para 10 litros ou 8Kg.</span>",My Store,,"",bebe,true,Title,Default Title,,,,,"",0.0,,0,deny,manual,59.90,109.90,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1686853979322.webp?v=1691610724,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
copia-de-cama-kazoca-mali-maui-para-caes-e-gatos,Cama Kazoca Mali Preto para Cães e Gatos,"<span data-mce-fragment=""1"">- Indicada para cães e gatos;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Caminha de pet que é um item de decoração para casa;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Com padrões modernos e elegantes;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Confeccionada em materiais duráveis;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Possui parte têxtil lavável;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Disponível nos tamanhos P e G.</span>",My Store,,"",camas,true,Tamanho,P,,,,,,0.0,,0,deny,manual,109.90,299.90,true,true,,https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1630603997909.webp?v=1691610544,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
copia-de-cama-kazoca-mali-maui-para-caes-e-gatos,,,,,,,,,M,,,,,,0.0,,0,deny,manual,150.00,299.90,true,true,,https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1630603996704.webp?v=1691610544,2,,,,,,,,,,,,,,,,,kg,,,,,,,
copia-de-cama-kazoca-mali-maui-para-caes-e-gatos,,,,,,,,,G,,,,,,0.0,,0,deny,manual,179.90,299.90,true,true,,https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1630603997621.webp?v=1691610544,3,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-kazoca-mali-maui-para-caes-e-gatos,Cama Kazoca Mali Maui para Cães e Gatos,"<span data-mce-fragment=""1"">- Indicada para cães e gatos;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Caminha de pet que é um item de decoração para casa;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Com padrões modernos e elegantes;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Confeccionada em materiais duráveis;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Possui parte têxtil lavável;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Disponível nos tamanhos P e G.</span>",My Store,,"",camas,true,Tamanho,P,,,,,"",0.0,,0,deny,manual,109.90,299.90,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1630602367643.webp?v=1691610515,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
cama-kazoca-mali-maui-para-caes-e-gatos,,,,,,,,,M,,,,,"",0.0,,0,deny,manual,150.00,299.90,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1630602367344.webp?v=1691610515,2,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-kazoca-mali-maui-para-caes-e-gatos,,,,,,,,,G,,,,,"",0.0,,0,deny,manual,179.90,299.90,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1630602367931.webp?v=1691610515,3,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-m1-urban-puppy-para-caes-microfibra-lisa-marinho,Cama M1 Urban Puppy para Cães Microfibra Lisa Marinho,"<span data-mce-fragment=""1"">- Indicada para cães e gatos;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Enchimento removível;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Fibra siliconada;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Super confortável e quentinha;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Em embalagem com 1 unidade</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Disponível nos tamanhos P, M e G</span>",My Store,,"",camas,true,Tamanho,P,,,,,,0.0,,0,deny,manual,89.90,149.90,true,true,,https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1525443192336.webp?v=1691610326,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
cama-m1-urban-puppy-para-caes-microfibra-lisa-marinho,,,,,,,,,M,,,,,,0.0,,0,deny,manual,129.90,149.90,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-m1-urban-puppy-para-caes-microfibra-lisa-marinho,,,,,,,,,G,,,,,,0.0,,0,deny,manual,159.90,149.90,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-urban-puppy-retangular-confort-sarja-lisa-cinza-para-caes-e-gatos,Cama Urban Puppy Retangular Confort Sarja Lisa Cinza para Cães e Gatos,"<span data-mce-fragment=""1"">- Indicada para cães e gatos;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Enchimento removível;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Fibra siliconada;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Super confortável e quentinha;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Em embalagem com 1 unidade;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Disponível nos tamanhos P, M e G.</span>",My Store,,"",camas,true,Tamanho,P,,,,,"",0.0,,0,deny,manual,89.90,139.90,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1656008955282.webp?v=1691610279,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
cama-urban-puppy-retangular-confort-sarja-lisa-cinza-para-caes-e-gatos,,,,,,,,,M,,,,,"",0.0,,0,deny,manual,109.90,139.90,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1656008954140.webp?v=1691610279,2,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-urban-puppy-retangular-confort-sarja-lisa-cinza-para-caes-e-gatos,,,,,,,,,G,,,,,"",0.0,,0,deny,manual,139.90,139.90,true,true,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-bonito-pra-cachorro-europa-retangular-rosa,Cama Bonito pra Cachorro Europa Retangular Rosa,"<span data-mce-fragment=""1"">- Indicada para cães e gatos;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Super fresquinha e confortável;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Ótima para seu cãozinho descansar;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Almofada removível;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Disponível nos tamanhos P, M e G.</span>",My Store,,"",camas,true,Tamanho,P,,,,,"",0.0,,0,deny,manual,69.90,,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1602260913023.webp?v=1691610205,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
cama-bonito-pra-cachorro-europa-retangular-rosa,,,,,,,,,M,,,,,"",0.0,,0,deny,manual,99.90,,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1602260912363.webp?v=1691610205,2,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-bonito-pra-cachorro-europa-retangular-rosa,,,,,,,,,G,,,,,"",0.0,,0,deny,manual,129.90,,true,true,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-m1-urban-puppy-para-caes-microfibra-lisa-pink,Cama M1 Urban Puppy para Cães Microfibra Lisa Pink,"<span data-mce-fragment=""1"">- Indicada para cães e gatos;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Enchimento removível;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Fibra siliconada;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Super confortável e quentinha;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Em embalagem com 1 unidade;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Disponível nos tamanhos P, M e G</span>",My Store,,"",camas,true,Tamanho,P,,,,,,0.0,,0,deny,manual,89.90,149.90,true,true,,https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1525444293519.webp?v=1691610023,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
cama-m1-urban-puppy-para-caes-microfibra-lisa-pink,,,,,,,,,M,,,,,"",0.0,,0,deny,manual,129.90,149.90,true,true,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-m1-urban-puppy-para-caes-microfibra-lisa-pink,,,,,,,,,G,,,,,,0.0,,0,deny,manual,159.90,149.90,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-urban-puppy-retangular-confort-sarja-lisa-marinho-para-caes-e-gatos,Cama Urban Puppy Retangular Confort Sarja Lisa Marinho para Cães e Gatos,"<span data-mce-fragment=""1"">- Indicada para cães e gatos;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Enchimento removível;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Fibra siliconada;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Super confortável e quentinha;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Em embalagem com 1 unidade;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Disponível nos tamanhos P, M e G</span>",My Store,,"",camas,true,Tamanho,P,,,,,,0.0,,0,deny,manual,89.90,149.90,true,true,,https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1656012037593.webp?v=1691609732,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
cama-urban-puppy-retangular-confort-sarja-lisa-marinho-para-caes-e-gatos,,,,,,,,,M,,,,,,0.0,shopify,1000,deny,manual,129.90,149.90,true,true,,https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1656012036545.webp?v=1691609732,2,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-urban-puppy-retangular-confort-sarja-lisa-marinho-para-caes-e-gatos,,,,,,,,,G,,,,,,0.0,,0,deny,manual,159.90,149.90,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-urban-puppy-retangular-confort-sarja-lisa-musgo-para-caes-e-gatos,Cama Urban Puppy Retangular Confort Sarja Lisa Musgo para Cães e Gatos,"<span data-mce-fragment=""1"">- Indicada para cães e gatos;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Enchimento removível;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Fibra siliconada;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Super confortável e quentinha;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Em embalagem com 1 unidade;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Disponível nos tamanhos P, M e G.</span>",My Store,,"",camas,true,Tamanho,P,,,,,"",0.0,,1000,deny,manual,89.90,149.90,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1656013370381.webp?v=1691609699,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
cama-urban-puppy-retangular-confort-sarja-lisa-musgo-para-caes-e-gatos,,,,,,,,,M,,,,,"",0.0,,1000,deny,manual,129.90,149.90,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1656013369413.webp?v=1691609699,2,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-urban-puppy-retangular-confort-sarja-lisa-musgo-para-caes-e-gatos,,,,,,,,,G,,,,,"",0.0,,1000,deny,manual,159.90,149.90,true,true,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-lisa-oval-sarja-para-caes-e-gatos-caqui,Cama Lisa Oval Sarja para Cães e Gatos Caqui,"<span data-mce-fragment=""1"">- Indicada para cães e gatos;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Produzida em sarja 100% algodão;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Enchimentos removíveis;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Fibra siliconada,</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Disponível nos tamanhos P, M e G.</span>",My Store,,"",camas,true,Tamanho,P,,,,,"",0.0,,0,deny,manual,59.90,99.90,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1567174074730.webp?v=1691609630,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
cama-lisa-oval-sarja-para-caes-e-gatos-caqui,,,,,,,,,M,,,,,"",0.0,,0,deny,manual,89.90,99.90,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1567174145812.webp?v=1691609630,2,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-lisa-oval-sarja-para-caes-e-gatos-caqui,,,,,,,,,G,,,,,"",0.0,,0,deny,manual,139.90,99.90,true,true,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-lisa-retangular-microfibra-urban-puppy-para-caes-e-gatos-cinza,Cama Lisa Retangular Microfibra Urban Puppy para Cães e Gatos Cinza,"<span data-mce-fragment=""1"">- Indicada para cães e gatos;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Produzida em microfibra 100% poliéster;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Enchimentos removíveis;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Fibra siliconada;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Estampa exclusiva;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Dupla face,</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Disponível nos tamanhos P, M e G.</span>",My Store,,"",camas,true,Tamanho,P,,,,,"",0.0,,0,deny,manual,69.90,99.90,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1567169208110.webp?v=1691609576,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
cama-lisa-retangular-microfibra-urban-puppy-para-caes-e-gatos-cinza,,,,,,,,,M,,,,,"",0.0,,0,deny,manual,89.90,99.90,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1567169193495.webp?v=1691609576,2,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-lisa-retangular-microfibra-urban-puppy-para-caes-e-gatos-cinza,,,,,,,,,G,,,,,"",0.0,,0,deny,manual,139.90,99.90,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1567169177553.webp?v=1691609576,3,,,,,,,,,,,,,,,,,kg,,,,,,,
cama-lisa-oval-sarja-para-caes-e-gatos-cinza,Cama Lisa Oval Sarja para Cães e Gatos Cinza,"<span data-mce-fragment=""1"">- Indicada para cães e gatos;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Produzida em sarja 100% algodão;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Enchimentos removíveis;</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Fibra siliconada,</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Disponível nos tamanhos P, M e G.</span>",My Store,,"",camas,true,Tamanho,P,,,,,"",0.0,shopify,1000,deny,manual,69.90,109.90,true,true,"",https://cdn.shopify.com/s/files/1/0807/2242/8221/files/1567172360754.webp?v=1691609520,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
